,name,distance,mass,discovery_date,planet_type,planet_radius_in_unit,mass_of_hoststar.1,goldilock,gravity
154,Gamma Cephei b,44.0,1.85 Jupiters,2003,Gas Giant,,4.9,False,
155,Gamma Librae b,155.0,1.02 Jupiters,2018,Gas Giant,,11.1,True,
156,Gamma Librae c,155.0,4.58 Jupiters,2018,Gas Giant,,11.1,False,
157,GJ 1061 b,12.0,1.37 Earths,2020,Super Earth,,0.16,False,
158,GJ 1061 c,12.0,1.74 Earths,2020,Super Earth,,0.16,False,
159,GJ 1061 d,12.0,1.64 Earths,2020,Super Earth,,0.16,False,
160,GJ 1132 b,41.0,1.66 Earths,2015,Super Earth,0.101,0.21,False,162.72914420154882
161,GJ 1132 c,41.0,2.64 Earths,2018,Super Earth,,0.21,False,
162,GJ 1148 b,36.0,0.30425 Jupiters,2010,Gas Giant,,0.4,False,
163,GJ 1148 c,36.0,0.21414 Jupiters,2017,Gas Giant,,0.4,True,
164,GJ 1214 b,48.0,6.26125 Earths,2009,Neptune-like,0.254,0.22,False,97.0495690991382
165,GJ 1252 b,66.0,2.09 Earths,2020,Super Earth,0.106,0.39,False,186.0092559629761
166,GJ 1265 b,33.0,7.4 Earths,2018,Neptune-like,,0.19,False,
167,GJ 143 b,53.0,22.7 Earths,2019,Neptune-like,0.233,0.69,False,418.1325867118569
168,GJ 15 A b,12.0,3.03 Earths,2014,Super Earth,,0.38,False,
169,GJ 15 A c,12.0,36 Earths,2018,Neptune-like,,0.38,False,
170,GJ 160.2 b,84.0,10.2 Earths,2014,Neptune-like,,,False,
171,GJ 163 b,49.0,10.6 Earths,2013,Neptune-like,,,False,
172,GJ 163 c,49.0,6.8 Earths,2013,Neptune-like,,,False,
173,GJ 163 d,49.0,29.4 Earths,2013,Neptune-like,,,True,
174,GJ 179 b,40.0,0.82 Jupiters,2009,Gas Giant,,0.38,False,
175,GJ 180 b,39.0,6.49 Earths,2014,Neptune-like,,,False,
176,GJ 180 c,39.0,6.4 Earths,2014,Neptune-like,,,False,
177,GJ 180 d,39.0,7.56 Earths,2020,Neptune-like,,,False,
178,GJ 2056 b,93.0,16.2 Earths,2020,Neptune-like,,,False,
179,GJ 229 A c,19.0,7.268 Earths,2020,Neptune-like,,,False,
180,GJ 229 b,19.0,8.478 Earths,2014,Neptune-like,,,True,
181,GJ 27.1 b,77.0,13 Earths,2014,Neptune-like,,,False,
182,GJ 273 b,12.0,2.89 Earths,2017,Super Earth,,0.29,False,
183,GJ 273 c,12.0,1.18 Earths,2017,Super Earth,,0.29,False,
184,GJ 3021 b,57.0,3.37 Jupiters,2000,Gas Giant,,0.9,True,
185,GJ 3082 b,54.0,8.2 Earths,2020,Neptune-like,,,False,
186,GJ 3138 b,93.0,1.78 Earths,2017,Super Earth,,0.5,False,
187,GJ 3138 c,93.0,4.18 Earths,2017,Super Earth,,0.5,False,
188,GJ 3138 d,93.0,10.5 Earths,2017,Neptune-like,,0.5,True,
189,GJ 317 b,49.0,2.5 Jupiters,2007,Gas Giant,,,True,
190,GJ 317 c,49.0,1.64396 Jupiters,2018,Gas Giant,,,False,
191,GJ 328 b,67.0,2.3 Jupiters,2013,Gas Giant,,,False,
192,GJ 3293 b,66.0,23.54 Earths,2015,Neptune-like,,0.4,False,
193,GJ 3293 c,66.0,21.09 Earths,2015,Neptune-like,,0.4,False,
194,GJ 3293 d,66.0,7.6 Earths,2017,Neptune-like,,0.4,False,
195,GJ 3293 e,66.0,3.28 Earths,2017,Super Earth,,0.4,False,
196,GJ 3323 b,17.0,2.02 Earths,2017,Super Earth,,0.12,False,
197,GJ 3323 c,17.0,2.31 Earths,2017,Super Earth,,0.12,False,
198,GJ 3341 b,76.0,6.6 Earths,2015,Neptune-like,,0.44,False,
199,GJ 338 B b,21.0,10.27 Earths,2020,Neptune-like,,0.58,False,
200,GJ 3470 b,96.0,13.9 Earths,2012,Neptune-like,0.408,0.55,False,83.50153787005
201,GJ 3512 b,31.0,0.463 Jupiters,2019,Gas Giant,,0.14,False,
202,GJ 357 b,31.0,1.84 Earths,2019,Super Earth,0.109,0.34,False,154.86911876104708
203,GJ 357 c,31.0,3.4 Earths,2019,Super Earth,,0.34,False,
204,GJ 357 d,31.0,6.1 Earths,2019,Neptune-like,,0.34,False,
205,GJ 3634 b,65.0,8.4 Earths,2010,Neptune-like,,0.43,False,
206,GJ 3779 b,45.0,8 Earths,2018,Neptune-like,,0.28,False,
207,GJ 3942 b,55.0,7.14 Earths,2017,Neptune-like,,0.61,False,
208,GJ 3998 b,59.0,2.47 Earths,2016,Super Earth,,0.49,False,
209,GJ 3998 c,59.0,6.26 Earths,2016,Neptune-like,,0.49,False,
210,GJ 411 b,8.0,2.99 Earths,2019,Super Earth,,0.39,False,
211,GJ 422 b,41.0,11.07 Earths,2014,Neptune-like,,,False,
212,GJ 4276 b,70.0,16.57 Earths,2019,Neptune-like,,0.41,False,
213,GJ 433 b,30.0,6.043 Earths,2011,Neptune-like,,,False,
214,GJ 433 c,30.0,32.422 Earths,2014,Neptune-like,,,False,
215,GJ 433 d,30.0,5.223 Earths,2020,Neptune-like,,,False,
216,GJ 436 b,32.0,22.1 Earths,2004,Neptune-like,0.372,0.46,False,159.70054341542374
217,GJ 480 b,46.0,13.2 Earths,2020,Neptune-like,,,False,
218,GJ 504 b,57.0,4 Jupiters,2013,Gas Giant,,,False,
219,GJ 536 b,34.0,5.36 Earths,2016,Neptune-like,,0.5,False,
220,GJ 581 b,21.0,15.8 Earths,2005,Neptune-like,,0.29,False,
221,GJ 581 c,21.0,5.5 Earths,2007,Neptune-like,,0.29,False,
222,GJ 581 e,21.0,1.7 Earths,2009,Super Earth,,0.29,False,
223,GJ 625 b,21.0,2.82 Earths,2017,Super Earth,,0.31,False,
224,GJ 649 b,34.0,0.328 Jupiters,2009,Gas Giant,,,True,
225,GJ 667 C b,22.0,5.6 Earths,2011,Neptune-like,,,False,
226,GJ 667 C c,22.0,3.8 Earths,2011,Super Earth,,,False,
227,GJ 667 C e,22.0,2.7 Earths,2013,Super Earth,,,False,
228,GJ 667 C f,22.0,2.7 Earths,2013,Super Earth,,,False,
229,GJ 667 C g,22.0,4.6 Earths,2013,Super Earth,,,True,
230,GJ 674 b,15.0,11.09 Earths,2007,Neptune-like,,,False,
231,GJ 676 A b,52.0,6.7 Jupiters,2010,Gas Giant,,0.69,True,
232,GJ 676 A c,52.0,6.8 Jupiters,2016,Gas Giant,,0.69,False,
233,GJ 676 A d,52.0,4.4 Earths,2012,Super Earth,,0.69,False,
234,GJ 676 A e,52.0,8.1 Earths,2012,Neptune-like,,0.69,False,
235,GJ 682 b,16.0,4.4 Earths,2014,Super Earth,,,False,
236,GJ 682 c,16.0,8.7 Earths,2014,Neptune-like,,,False,
237,GJ 685 b,47.0,9 Earths,2019,Neptune-like,,0.54,False,
238,GJ 687 b,15.0,17.2 Earths,2014,Neptune-like,,,False,
239,GJ 687 c,15.0,16 Earths,2020,Neptune-like,,,True,
240,GJ 832 b,16.0,0.68 Jupiters,2008,Gas Giant,,,False,
241,GJ 832 c,16.0,5.4 Earths,2014,Neptune-like,,,False,
242,GJ 849 b,29.0,1 Jupiter,2006,Gas Giant,,0.53,False,
243,GJ 86 b,35.0,4.42 Jupiters,1999,Gas Giant,,0.77,False,
244,GJ 876 b,15.0,2.2756 Jupiters,1998,Gas Giant,,0.3,False,
245,GJ 876 c,15.0,0.7142 Jupiters,2000,Gas Giant,,0.3,False,
246,GJ 876 d,15.0,6.83 Earths,2005,Neptune-like,,0.3,False,
247,GJ 876 e,15.0,14.6 Earths,2010,Neptune-like,,0.3,False,
248,GJ 887 b,11.0,4.2 Earths,2020,Super Earth,,0.47,False,
249,GJ 887 c,11.0,7.6 Earths,2020,Neptune-like,,0.47,False,
250,GJ 9066 b,15.0,30.9 Earths,2020,Neptune-like,,,True,
251,GJ 9066 c,15.0,0.22528 Jupiters,2020,Gas Giant,,,True,
252,GJ 96 b,39.0,19.66 Earths,2018,Neptune-like,,,False,
253,GJ 9827 b,97.0,4.91 Earths,2017,Super Earth,0.141,0.6,False,246.9694683366029
254,GJ 9827 c,97.0,0.84 Earths,2017,Super Earth,0.111,0.6,False,68.1762843925006
255,GJ 9827 d,97.0,4.04 Earths,2017,Neptune-like,0.18,0.6,False,124.69135802469135
256,Gl 378 b,49.0,13.02 Earths,2019,Neptune-like,,0.56,False,
257,Gl 49 b,32.0,5.63 Earths,2019,Neptune-like,,0.51,False,
258,Gl 686 b,27.0,6.64 Earths,2018,Neptune-like,,0.42,False,
259,GQ Lupi b,495.0,20 Jupiters,2004,Gas Giant,3.0,,False,706.2666666666667
260,GSC 06214-00210 b,473.0,16 Jupiters,2010,Gas Giant,,,False,
261,GU Piscium b,157.0,11.3 Jupiters,2014,Gas Giant,1.265,,False,2244.2881469793315
262,HAT-P-11 b,123.0,26.69772 Earths,2008,Neptune-like,1.319,1.17,False,15.345625059993871
263,HAT-P-11 c,123.0,2.3 Jupiters,2018,Gas Giant,0.389,0.68,False,4830.697655976367
264,HAT-P-12 b,465.0,0.211 Jupiters,2009,Gas Giant,,0.68,False,
265,HAT-P-13 b,698.0,0.851 Jupiters,2009,Gas Giant,0.959,0.7,False,294.08547094046736
266,HAT-P-13 c,698.0,14.28 Jupiters,2009,Gas Giant,1.272,1.56,True,2805.01512993948
267,HAT-P-14 b,731.0,3.44 Jupiters,2010,Gas Giant,,1.56,False,
268,HAT-P-15 b,631.0,1.94 Jupiters,2010,Gas Giant,1.42,1.82,False,305.77802023408054
269,HAT-P-16 b,767.0,4.193 Jupiters,2010,Gas Giant,1.06,1.07,False,1186.0263972944106
270,HAT-P-17 b,302.0,0.58 Jupiters,2010,Gas Giant,1.289,1.24,False,110.94388816030612
271,HAT-P-17 c,302.0,3.4 Jupiters,2010,Gas Giant,1.05,0.87,False,980.1251700680272
272,HAT-P-18 b,541.0,0.197 Jupiters,2010,Gas Giant,,0.87,False,
273,HAT-P-19 b,701.0,0.292 Jupiters,2010,Gas Giant,0.995,0.75,False,93.738481351481
274,HAT-P-1 b,521.0,0.525 Jupiters,2006,Gas Giant,1.132,0.82,False,130.21099963790286
275,HAT-P-20 b,228.0,7.246 Jupiters,2010,Gas Giant,,1.39,False,
276,HAT-P-21 b,912.0,4.87 Jupiters,2010,Gas Giant,0.867,0.69,False,2059.074164980464
277,HAT-P-22 b,267.0,2.47 Jupiters,2010,Gas Giant,1.11,1.21,False,637.1361090820549
278,HAT-P-23 b,1202.0,1.34 Jupiters,2010,Gas Giant,1.15,1.11,False,322.0255576559547
279,HAT-P-24 b,1371.0,0.75 Jupiters,2010,Gas Giant,1.09,0.96,False,200.6270515949836
280,HAT-P-25 b,988.0,0.569 Jupiters,2010,Gas Giant,1.3,1.38,False,107.00566863905324
281,HAT-P-26 b,465.0,22.2481 Earths,2010,Neptune-like,1.135,0.92,False,17.270352616972968
282,HAT-P-27 b,665.0,0.62 Jupiters,2011,Gas Giant,0.63,0.87,False,496.4686318972032
283,HAT-P-28 b,1288.0,0.626 Jupiters,2011,Gas Giant,1.02,0.9,False,191.2296424452134
284,HAT-P-29 b,1032.0,0.88 Jupiters,2011,Gas Giant,1.212,1.1,False,190.3963663693102
285,HAT-P-2 b,418.0,8.7 Jupiters,2007,Gas Giant,1.17,1.3,False,2019.8948060486523
286,HAT-P-30 b,702.0,0.83 Jupiters,2011,Gas Giant,0.94,0.87,False,298.54074241738346
287,HAT-P-31 b,1133.0,2.27 Jupiters,2011,Gas Giant,1.44,1.31,False,347.9221643518519
288,HAT-P-32 b,951.0,0.68 Jupiters,2011,Gas Giant,1.09,1.39,False,181.9018601127851
289,HAT-P-33 b,1307.0,0.92 Jupiters,2011,Gas Giant,1.98,1.37,False,74.58279767370678
290,HAT-P-34 b,819.0,3.33 Jupiters,2011,Gas Giant,1.85,1.79,False,309.23027027027024
291,HAT-P-35 b,1677.0,1.056 Jupiters,2011,Gas Giant,1.197,1.53,False,234.23772463740804
292,HAT-P-36 b,969.0,1.8482 Jupiters,2011,Gas Giant,1.332,1.44,False,331.07145659172687
293,HAT-P-37 b,1341.0,1.169 Jupiters,2011,Gas Giant,1.277,1.04,False,227.8315894302487
294,HAT-P-38 b,812.0,0.267 Jupiters,2012,Gas Giant,1.178,0.88,False,61.15076631279168
295,HAT-P-39 b,2094.0,0.599 Jupiters,2012,Gas Giant,0.825,0.92,False,279.7049476584022
296,HAT-P-3 b,441.0,0.65 Jupiters,2007,Gas Giant,1.571,1.62,False,83.70322859304201
297,HAT-P-40 b,1535.0,0.48 Jupiters,2012,Gas Giant,1.274,,False,93.99042312251552
298,HAT-P-41 b,1147.0,1.19 Jupiters,2012,Gas Giant,1.52,1.94,False,163.69710872576175
299,HAT-P-42 b,1458.0,1.044 Jupiters,2012,Gas Giant,2.05,2.05,False,78.9539750148721
300,HAT-P-43 b,1768.0,0.662 Jupiters,2012,Gas Giant,1.28,1.53,False,128.4160400390625
301,HAT-P-44 b,1184.0,0.352 Jupiters,2014,Gas Giant,1.281,1.1,False,68.17507545883174
302,HAT-P-44 c,1184.0,4 Jupiters,2014,Gas Giant,1.242,0.95,True,824.134363306806
303,HAT-P-45 b,995.0,0.892 Jupiters,2014,Gas Giant,,0.95,False,
304,HAT-P-46 b,966.0,0.493 Jupiters,2014,Gas Giant,1.426,1.32,False,77.0529182542602
305,HAT-P-49 b,1154.0,2.2 Jupiters,2014,Gas Giant,1.284,1.4,False,424.10545316912686
306,HAT-P-4 b,1024.0,0.671 Jupiters,2007,Gas Giant,1.59,2.06,False,84.35474071437048
307,HAT-P-50 b,1621.0,1.35 Jupiters,2015,Gas Giant,1.21,1.12,False,293.05170411857114
308,HAT-P-51 b,1533.0,0.309 Jupiters,2015,Gas Giant,1.288,1.7,False,59.198128447976536
309,HAT-P-52 b,1256.0,0.818 Jupiters,2015,Gas Giant,1.293,1.04,False,155.50253641327654
310,HAT-P-53 b,2345.0,1.484 Jupiters,2015,Gas Giant,1.009,0.89,False,463.26852185631606
311,HAT-P-54 b,471.0,0.76 Jupiters,2015,Gas Giant,1.318,1.21,False,139.04775940001977
312,HAT-P-55 b,1566.0,0.582 Jupiters,2015,Gas Giant,0.944,0.62,False,207.56791331513932
313,HAT-P-56 b,1055.0,2.31 Jupiters,2015,Gas Giant,1.182,1.01,False,525.4824911747277
314,HAT-P-57 b,920.0,1.41 Jupiters,2015,Gas Giant,1.51,1.47,False,196.53795886145343
315,HAT-P-5 b,998.0,0.98 Jupiters,2007,Gas Giant,1.74,1.85,False,102.87475227903288
316,HAT-P-65 b,2743.0,0.527 Jupiters,2016,Gas Giant,1.48,1.62,False,76.46600620891162
317,HAT-P-66 b,3024.0,0.783 Jupiters,2016,Gas Giant,1.89,1.86,False,69.66575963718822
318,HAT-P-67 b,1044.0,0.34 Jupiters,2017,Gas Giant,1.59,1.88,False,42.74308769431589
319,HAT-P-69 b,1122.0,3.58 Jupiters,2019,Gas Giant,2.085,2.55,False,261.729172058037
320,HAT-P-6 b,905.0,1.32 Jupiters,2007,Gas Giant,1.676,1.93,False,149.35065304936745
321,HAT-P-70 b,1073.0,6.78 Jupiters,2019,Gas Giant,1.51,2.0,False,945.0548660146484
322,HAT-P-7 b,1124.0,1.84 Jupiters,2008,Gas Giant,1.87,1.86,False,167.2306328462352
323,HAT-P-8 b,694.0,1.28 Jupiters,2008,Gas Giant,1.4,1.57,False,207.55591836734692
324,HAT-P-9 b,1566.0,0.749 Jupiters,2008,Gas Giant,1.393,1.34,False,122.6763393420801
325,HATS-10 b,1618.0,0.526 Jupiters,2015,Gas Giant,1.302,1.04,False,98.61545867046088
326,HATS-11 b,3155.0,0.83 Jupiters,2016,Gas Giant,0.969,1.1,False,280.93882493522096
327,HATS-12 b,1671.0,2.39 Jupiters,2016,Gas Giant,1.609,1.54,False,293.4046794734868
328,HATS-13 b,1553.0,0.543 Jupiters,2015,Gas Giant,0.692,1.17,False,360.3867904039561
329,HATS-14 b,1673.0,1.071 Jupiters,2015,Gas Giant,1.212,0.89,False,231.72103225174
330,HATS-15 b,2248.0,2.17 Jupiters,2016,Gas Giant,1.039,0.93,False,638.8661267358394
331,HATS-16 b,2525.0,3.27 Jupiters,2016,Gas Giant,1.105,0.92,False,851.1467005180075
332,HATS-17 b,1106.0,1.338 Jupiters,2016,Gas Giant,1.3,1.24,False,251.6231715976331
333,HATS-18 b,2104.0,1.9795 Jupiters,2016,Gas Giant,0.777,1.09,False,1042.064717779003
334,HATS-1 b,988.0,1.855 Jupiters,2012,Gas Giant,1.329,1.02,False,333.7914248395321
335,HATS-22 b,678.0,2.74 Jupiters,2017,Gas Giant,1.168,0.9,False,638.3312417902047
336,HATS-23 b,2437.0,1.47 Jupiters,2017,Gas Giant,0.953,0.69,False,514.4139729952027
337,HATS-24 b,1664.0,2.26 Jupiters,2017,Gas Giant,1.86,1.2,False,207.61741241762047
338,HATS-25 b,1520.0,0.613 Jupiters,2016,Gas Giant,1.395,1.12,False,100.11364704975526
339,HATS-26 b,2959.0,0.65 Jupiters,2016,Gas Giant,1.26,1.11,False,130.1228269085412
340,HATS-27 b,2740.0,0.53 Jupiters,2016,Gas Giant,1.75,2.04,False,55.00231836734695
341,HATS-28 b,1700.0,0.672 Jupiters,2016,Gas Giant,1.5,1.74,False,94.92224
342,HATS-29 b,1145.0,0.653 Jupiters,2016,Gas Giant,1.194,0.92,False,145.57464878833028
343,HATS-2 b,1174.0,1.345 Jupiters,2013,Gas Giant,1.251,1.07,False,273.1422535832246
344,HATS-30 b,1106.0,0.706 Jupiters,2016,Gas Giant,1.381,1.4,False,117.65179761960314
345,HATS-31 b,2844.0,0.88 Jupiters,2016,Gas Giant,1.175,1.06,False,202.57607967406065
346,HATS-32 b,2737.0,0.92 Jupiters,2016,Gas Giant,1.64,1.87,False,108.71296847114814
347,HATS-33 b,832.0,1.192 Jupiters,2016,Gas Giant,1.249,1.1,False,242.8469212519735
348,HATS-34 b,1735.0,0.941 Jupiters,2016,Gas Giant,1.23,1.02,False,197.6790402538172
349,HATS-35 b,1817.0,1.222 Jupiters,2016,Gas Giant,1.43,0.98,False,189.92422123331212
350,HATS-36 b,2866.0,3.216 Jupiters,2018,Gas Giant,1.464,1.43,False,476.88658962644456
351,HATS-37 A b,689.0,31.46517 Earths,2020,Neptune-like,1.153,1.1,False,23.66853993014941
352,HATS-38 b,1134.0,23.51942 Earths,2020,Neptune-like,0.606,0.88,False,64.04442919539478
353,HATS-39 b,2522.0,0.63 Jupiters,2018,Gas Giant,0.614,1.1,False,531.1106749143227
354,HATS-3 b,1478.0,1.071 Jupiters,2013,Gas Giant,1.57,1.62,False,138.09291249137897
355,HATS-40 b,4668.0,1.59 Jupiters,2018,Gas Giant,1.02,0.93,False,485.7110726643599
356,HATS-41 b,2610.0,9.7 Jupiters,2018,Gas Giant,1.58,2.26,False,1234.9198846338725
357,HATS-42 b,3073.0,1.88 Jupiters,2018,Gas Giant,1.33,1.71,False,337.78144609644403
358,HATS-43 b,1112.0,0.261 Jupiters,2018,Gas Giant,1.4,1.48,False,42.321948979591845
359,HATS-44 b,1510.0,0.56 Jupiters,2018,Gas Giant,1.18,0.81,False,127.82189026141916
360,HATS-45 b,2668.0,0.7 Jupiters,2018,Gas Giant,1.067,0.85,False,195.41163770576617
361,HATS-46 b,1461.0,0.173 Jupiters,2018,Gas Giant,1.286,1.31,False,33.24645845073999
362,HATS-47 b,984.0,0.369 Jupiters,2020,Gas Giant,0.903,0.85,False,143.824240350548
363,HATS-48 A b,866.0,0.243 Jupiters,2020,Gas Giant,1.117,0.66,False,61.89864621712622
364,HATS-49 b,1059.0,0.353 Jupiters,2020,Gas Giant,0.8,0.72,False,175.29759374999995
365,HATS-4 b,1370.0,1.323 Jupiters,2014,Gas Giant,0.765,0.7,False,718.4858131487889
366,HATS-50 b,2339.0,0.39 Jupiters,2017,Gas Giant,0.912,0.87,False,149.02397853185593
367,HATS-51 b,1559.0,0.768 Jupiters,2017,Gas Giant,1.13,1.12,False,191.1549534027724
368,HATS-52 b,2058.0,2.24 Jupiters,2017,Gas Giant,1.41,1.44,False,358.08902972687497
369,HATS-53 b,2000.0,0.595 Jupiters,2017,Gas Giant,1.382,1.05,False,99.01069361922256
370,HATS-54 b,2508.0,0.76 Jupiters,2019,Gas Giant,1.34,1.1,False,134.51949209177988
371,HATS-55 b,2034.0,0.921 Jupiters,2019,Gas Giant,1.067,1.32,False,257.1058833243009
372,HATS-56 b,1883.0,0.602 Jupiters,2019,Gas Giant,1.251,1.13,False,122.25400494951764
373,HATS-57 b,913.0,3.147 Jupiters,2019,Gas Giant,1.688,2.2,False,351.0209858830664
374,HATS-58 A b,1605.0,1.03 Jupiters,2019,Gas Giant,1.139,0.96,False,252.33122719820307
375,HATS-59 b,2136.0,0.806 Jupiters,2018,Gas Giant,1.095,1.43,False,213.64268468130356
376,HATS-59 c,2136.0,12.7 Jupiters,2018,Gas Giant,1.126,1.04,False,3183.524256315287
377,HATS-5 b,838.0,0.237 Jupiters,2014,Gas Giant,,1.04,False,
378,HATS-60 b,1612.0,0.662 Jupiters,2018,Gas Giant,0.998,0.57,False,211.24095887165112
379,HATS-61 b,2264.0,3.4 Jupiters,2018,Gas Giant,1.153,1.46,False,812.8333718216139
380,HATS-62 b,1686.0,0.179 Jupiters,2018,Gas Giant,1.195,1.66,False,39.83808406715568
381,HATS-63 b,2071.0,0.96 Jupiters,2018,Gas Giant,1.055,0.93,False,274.12430089171403
382,HATS-64 b,3533.0,0.96 Jupiters,2018,Gas Giant,1.207,1.07,False,209.42952907267667
383,HATS-65 b,1615.0,0.821 Jupiters,2018,Gas Giant,1.679,2.11,False,92.55992374711823
384,HATS-66 b,5017.0,5.33 Jupiters,2018,Gas Giant,1.501,1.31,False,751.8774292599072
385,HATS-67 b,3203.0,1.45 Jupiters,2018,Gas Giant,1.411,1.84,False,231.47025924182827
386,HATS-68 b,2017.0,1.29 Jupiters,2018,Gas Giant,1.685,1.44,False,144.40130669460854
387,HATS-69 b,1371.0,0.577 Jupiters,2018,Gas Giant,1.232,1.75,False,120.81910682661491
388,HATS-6 b,484.0,0.319 Jupiters,2015,Gas Giant,0.945,0.88,False,113.52938607541785
389,HATS-70 b,4263.0,12.9 Jupiters,2019,Gas Giant,0.563,0.81,False,12934.633986288882
390,HATS-71 b,460.0,0.37 Jupiters,2020,Gas Giant,1.384,1.88,False,61.39185656052658
391,HATS-72 b,416.0,39.85588 Earths,2020,Gas Giant,1.024,0.48,False,38.00952911376953
392,HATS-7 b,838.0,38.1396 Earths,2015,Gas Giant,0.722,0.72,False,73.16472402759341
393,HATS-8 b,2704.0,0.138 Jupiters,2015,Gas Giant,0.873,1.09,False,57.54821034234363
394,HATS-9 b,2135.0,0.837 Jupiters,2015,Gas Giant,1.236,1.56,False,174.12845225751718
395,HD 100546 b,359.0,752 Jupiters,2014,Gas Giant,6.9,,False,5019.967233774416
396,HD 100655 b,449.0,1.61 Jupiters,2011,Gas Giant,,10.06,True,
397,HD 100777 b,162.0,1.03 Jupiters,2007,Gas Giant,,1.04,True,
398,HD 10180 c,127.0,13.22173 Earths,2010,Neptune-like,,1.11,False,
399,HD 10180 d,127.0,12.01397 Earths,2010,Neptune-like,,1.11,False,
400,HD 10180 e,127.0,25.58532 Earths,2010,Neptune-like,,1.11,False,
401,HD 10180 f,127.0,22.94733 Earths,2010,Neptune-like,,1.11,True,
402,HD 10180 g,127.0,23.26516 Earths,2010,Neptune-like,,1.11,True,
403,HD 10180 h,127.0,0.2066 Jupiters,2010,Gas Giant,,1.11,False,
404,HD 101930 b,98.0,0.25 Jupiters,2005,Gas Giant,,0.86,False,
405,HD 102117 b,129.0,0.17 Jupiters,2005,Gas Giant,,1.23,False,
406,HD 102195 b,96.0,0.41 Jupiters,2006,Gas Giant,,0.82,False,
407,HD 102272 b,1142.0,4.94 Jupiters,2008,Gas Giant,,10.3,True,
408,HD 102329 b,712.0,8.16 Jupiters,2011,Gas Giant,,9.82,True,
409,HD 102329 c,712.0,1.52 Jupiters,2018,Gas Giant,,9.82,False,
410,HD 102365 b,30.0,16 Earths,2010,Neptune-like,,,True,
411,HD 102843 b,205.0,0.35837 Jupiters,2019,Gas Giant,,,False,
412,HD 102956 b,399.0,0.96 Jupiters,2010,Gas Giant,,4.55,False,
413,HD 103197 b,187.0,28.6047 Earths,2009,Neptune-like,,0.88,False,
414,HD 103720 b,136.0,0.62 Jupiters,2014,Gas Giant,,0.73,False,
415,HD 103774 b,184.0,0.367 Jupiters,2013,Gas Giant,,,False,
416,HD 103949 b,87.0,11.2 Earths,2019,Neptune-like,,,True,
417,HD 104067 b,66.0,0.16 Jupiters,2009,Gas Giant,,0.74,False,
418,HD 10442 b,443.0,1.487 Jupiters,2014,Gas Giant,,1.97,False,
419,HD 104985 b,329.0,8.3 Jupiters,2003,Gas Giant,,11.0,True,
420,HD 106252 b,125.0,6.93 Jupiters,2002,Gas Giant,,1.1,False,
421,HD 106270 b,307.0,10.13 Jupiters,2011,Gas Giant,,2.66,False,
422,HD 106315 b,356.0,12.6 Earths,2017,Super Earth,0.218,1.3,False,265.1291978789664
423,HD 106315 c,356.0,15.2 Earths,2017,Neptune-like,0.388,1.3,False,100.96715910298649
424,HD 10647 b,57.0,0.94 Jupiters,2006,Gas Giant,,1.1,False,
425,HD 106515 A b,111.0,9.61 Jupiters,2012,Gas Giant,,1.62,False,
426,HD 106906 b,337.0,11 Jupiters,2013,Gas Giant,,,False,
427,HD 10697 b,108.0,6.383 Jupiters,1999,Gas Giant,,1.79,False,
428,HD 107148 b,161.0,0.21 Jupiters,2005,Gas Giant,,,False,
429,HD 108147 b,127.0,0.261 Jupiters,2002,Gas Giant,,,False,
430,HD 108341 b,161.0,3.5 Jupiters,2014,Gas Giant,,0.79,False,
431,HD 108863 b,540.0,2.414 Jupiters,2011,Gas Giant,,5.74,True,
432,HD 108874 b,194.0,1.42 Jupiters,2002,Gas Giant,,1.05,True,
433,HD 108874 c,194.0,0.99 Jupiters,2005,Gas Giant,,1.05,False,
434,HD 109246 b,222.0,0.86 Jupiters,2010,Gas Giant,,1.07,False,
435,HD 109271 b,183.0,17.162 Earths,2013,Neptune-like,,,False,
436,HD 109271 c,183.0,24.154 Earths,2013,Neptune-like,,,False,
437,HD 109749 b,206.0,0.27 Jupiters,2005,Gas Giant,,1.22,False,
438,HD 110014 b,329.0,11.09 Jupiters,2009,Gas Giant,,20.9,False,
439,HD 111232 b,95.0,7.14 Jupiters,2003,Gas Giant,,0.9,True,
440,HD 111591 b,374.0,4.4 Jupiters,2017,Gas Giant,,8.03,False,
441,HD 111998 b,108.0,4.51 Jupiters,2016,Gas Giant,,1.45,True,
442,HD 113337 b,118.0,2.83 Jupiters,2013,Gas Giant,,1.5,True,
443,HD 113538 b,52.0,0.36 Jupiters,2010,Gas Giant,,0.53,True,
444,HD 113538 c,52.0,0.93 Jupiters,2010,Gas Giant,,0.53,False,
445,HD 113996 b,380.0,6.3 Jupiters,2017,Gas Giant,,25.11,True,
446,HD 114386 b,91.0,1.14 Jupiters,2003,Gas Giant,,0.76,True,
447,HD 114613 b,66.0,0.357 Jupiters,2014,Gas Giant,,2.14,False,
448,HD 114729 b,123.0,0.825 Jupiters,2002,Gas Giant,,1.47,False,
449,HD 114762 b,131.0,10.69 Jupiters,1989,Gas Giant,,1.2,False,
450,HD 114783 b,67.0,1.1 Jupiters,2001,Gas Giant,,,True,
451,HD 114783 c,67.0,0.611 Jupiters,2018,Gas Giant,,,False,
452,HD 11506 b,167.0,4.83 Jupiters,2007,Gas Giant,,1.34,False,
453,HD 11506 c,167.0,0.408 Jupiters,2008,Gas Giant,,1.34,True,
454,HD 116029 b,403.0,1.4 Jupiters,2011,Gas Giant,,4.89,True,
