,name,distance,mass,luminocity,discovery_date,planet_type,orbital_radius,planet_hoststar_name,planet_letter,planet_name,planet_discovery_method,planet_existance_in_question,num_of_planets_in_system,planet_orbital_period,planet_orbital_period_error1,planet_orbital_period_error2,planet_minimum_orbital_period,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,planet_maximum_limit_orbtial_period,planet_eccentricity,planet_eccentricity_error1,planet_eccentricity_error2,planet_eccentricity_limit,planet_orbital_inclination,planet_orbital_inclination_error1,planet_orbital_inclination_error2,planet_min_orbital_inclination,mass_in_kg,mass_in_unit_error1,mass_in_unit_error2,minimum_mass_in_unit,mass_unit,planet_radius_in_unit,planet_radius_in_unit_error1,planet_radius_in_unit_error2,minimum_planet_radius_in_unit,planet_density,planet_density_error1,planet_density_error2,minimum_planet_density,planet_orbital_inclination_compared_to_others,kepler_telescope_data,k2_telescope_data,num_of_notes,right_ascension_east_n_west_base60,right_ascension_east_n_west_base10,right_ascension_north_n_south_base60,right_ascension_north_n_south_base10,steller_distance,steller_distance_error1,steller_distance_error2,minimum_steller_distance,dist_from_gaia_paralax,dist_from_gaia_paralax_error1,dist_from_gaia_paralax_error2,minimum_dist_from_gaia_paralax,steller_magnitude,steller_magnitude_error,minimum_steller_magnitude,steller_optical_magnitude_band,photometric_visibility,photometric_visibility_error,photometric_visibility_magnitude,temperature_of_hoststar,temperature_of_hoststar_error1,temperature_of_hoststar_error2,minimum_temperature_of_hoststar,mass_of_hoststar,mass_of_hoststar_error1,mass_of_hoststar_error2,minimum_mass_of_hoststar,mass_of_hoststar.1,radius_of_hoststar_error1,radius_of_hoststar_error2,minimum_radius_of_hoststar,date_of_last_update,observer,gravity,suitable_type,goldilock,suitable_speed
1024,K2-100 b,620.0,126 Earths,10.651,2016,Neptune-like,0.0296 AU,K2-10,b,k2-10 b,Transit,0,1,19.3044,0.0012,-0.0012,0.0,,,,,0.31,0.16,-0.18,0.0,,,,,0.08495,0.05349,-0.05034,0.0,Mass,0.343,0.031,-0.03,0.0,2.6,2.1,-1.6,0.0,0,0,1,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,3.1,-3.1,0.0,274.48,3.1,-3.1,0.0,12.418,0.02,0.0,V (Johnson),12.216,,0.0,5620.0,70.0,-70.0,0.0,0.92,0.05,-0.05,0.0,0.98,0.08,-0.08,0.0,2016-02-11,K2,291744.329075713,False,False,True
1025,K2-101 b,618.0,466 Earths,12.957,2016,Super Earth,Unknown,K2-100,b,k2-100 b,Transit,0,1,1.673833,4.9e-05,-5e-05,0.0,0.0296,0.0002,-0.0002,0.0,,,,,,,,,,,,,,0.32,0.012,-0.012,0.0,,,,,0,0,1,2,08h38m24.30s,129.601257,+20d06m21.8s,20.106064,190.04,2.44,-2.44,0.0,189.95,2.45,-2.45,0.0,10.651,0.089,0.0,V (Johnson),10.405,,0.0,6168.0,62.0,-62.0,0.0,1.23,0.02,-0.02,0.0,1.22,0.02,-0.02,0.0,2018-10-26,K2,1239669.9617346935,True,False,False
1026,K2-102 b,617.0,224 Earths,13.2,2016,Super Earth,Unknown,K2-101,b,k2-101 b,Transit,0,1,14.677286,0.000828,-0.000804,0.0,,,,,0.1,0.18,-0.08,0.0,89.4,0.4,-0.5,0.0,,,,,,0.178,0.009,-0.009,0.0,,,,,0,0,1,1,08h41m22.58s,130.344086,+18d56m01.9s,18.933874,189.33,2.11,-2.11,0.0,189.33,2.11,-2.11,0.0,12.957,0.02,0.0,V (Johnson),12.662,,0.0,4819.0,45.0,-45.0,0.0,0.8,0.06,-0.06,0.0,0.73,0.03,-0.03,0.0,2016-12-21,K2,1925875.160062763,True,False,False
1027,K2-104 b,620.0,45 Earths,15.395,2016,Super Earth,0.023 AU,K2-102,b,k2-102 b,Transit,0,1,9.915615,0.001209,-0.001195,0.0,,,,,0.1,0.16,-0.07,0.0,89.0,0.6,-0.6,0.0,,,,,,0.116,0.009,-0.009,0.0,,,,,0,0,1,1,08h40m13.45s,130.056046,+19d46m43.7s,19.778811,189.17,2.05,-2.05,0.0,189.17,2.05,-2.05,0.0,13.2,0.01,0.0,V (Johnson),12.847,,0.0,4695.0,50.0,-50.0,0.0,0.77,0.06,-0.06,0.0,0.71,0.03,-0.03,0.0,2016-12-21,K2,910996.3842849864,True,False,True
1028,K2-105 b,650.0,30 Earths,11.752,2017,Neptune-like,0.0796 AU,K2-104,b,k2-104 b,Transit,0,1,1.974238,0.00011,-0.00011,0.0,0.023,0.001,-0.001,0.0,0.09,0.167783,-0.07267,0.0,88.0,1.34,-1.48,0.0,,,,,,0.175,0.013,-0.013,0.0,,,,,0,0,1,1,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,190.21,3.92,-3.92,0.0,190.21,3.92,-3.92,0.0,15.149,,0.0,Kepler-band,15.395,,0.0,3546.46,98.71,-94.56,0.0,0.43,0.06,-0.07,0.0,0.49,0.03,-0.03,0.0,2017-10-26,K2,266848.8129945856,False,False,False
1029,K2-107 b,2273.0,26697.583919999997 Earths,12.92,2017,Gas Giant,0.0475 AU,K2-105,b,k2-105 b,Transit,0,1,8.267704,0.00035,-0.000318,0.0,0.0796,0.0007,-0.0007,0.0,,,,,,,,,,,,,,0.301,0.011,-0.011,0.0,,,,,0,0,1,0,08h21m40.87s,125.42028,+13d29m51.1s,13.49753,199.28,1.5,-1.5,0.0,199.11,1.55,-1.55,0.0,11.752,0.195,0.0,V (Johnson),11.712,,0.0,5464.0,65.0,-65.0,0.0,0.99,0.03,-0.03,0.0,0.91,0.01,-0.01,0.0,2018-10-26,K2,80271076.4701115,False,False,False
1030,K2-108 b,1582.0,5939894.59382 Earths,12.33,2017,Gas Giant,0.0581 AU,K2-107,b,k2-107 b,Transit,0,1,3.313959,2.4e-05,-2.4e-05,0.0,0.0475,0.0006,-0.0006,0.0,,,,,,,,,,,,,,1.426,0.049,-0.049,0.0,,,,,0,0,1,1,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,696.95,19.71,-19.71,0.0,698.11,20.51,-20.51,0.0,12.92,0.01,0.0,V (Johnson),12.767,,0.0,6061.0,96.0,-96.0,0.0,1.3,0.05,-0.05,0.0,1.81,0.06,-0.06,0.0,2018-10-26,K2,795719141.1612569,False,False,False
1031,K2-10 b,895.0,27 Earths,12.418,2015,Neptune-like,0.137 AU,K2-108,b,k2-108 b,Transit,0,1,4.733999,0.000221,-0.000227,0.0,0.0581,0.0009,-0.0009,0.0,,,,,,,,,,,,,,0.476,0.019,-0.019,0.0,,,,,0,0,1,0,08h13m31.65s,123.381874,+16d25m10.6s,16.419609,484.99,9.78,-9.78,0.0,483.8,10.08,-10.08,0.0,12.33,0.01,0.0,V (Johnson),12.17,,0.0,5599.0,87.0,-87.0,0.0,1.17,0.06,-0.06,0.0,1.76,0.04,-0.04,0.0,2018-10-26,K2,32461.604089414875,False,False,False
1032,K2-110 b,381.0,167 Earths,11.915,2017,Super Earth,0.1027 AU,K2-11,b,k2-11 b,Transit,0,1,39.93767,0.23229,-0.23229,0.0,0.2257,0.0143,-0.0143,0.0,,,,,,,,,,,,,,0.674,0.832,-0.832,0.0,,,,,0,0,1,0,11h16m10.08s,169.042007,+01d59m12.6s,1.98684,332.46,2.69,-2.69,0.0,332.46,2.69,-2.69,0.0,13.386,0.09,0.0,V (Johnson),13.15,,0.0,5433.0,49.0,-144.0,0.0,1.35,0.04,-0.56,0.0,5.15,0.2,-4.39,0.0,2015-07-16,K2,100142.1234344454,True,False,False
1033,K2-111 b,657.0,86 Earths,11.137,2017,Super Earth,0.0621 AU,K2-110,b,k2-110 b,Transit,0,1,13.86387,0.000325,-0.000329,0.0,0.1027,0.0011,-0.0011,0.0,,,,,,,,,,,,,,0.228,0.006,-0.006,0.0,,,,,0,0,1,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,116.84,0.43,-0.43,0.0,116.87,0.43,-0.43,0.0,11.915,0.07,0.0,V (Johnson),11.663,,0.0,4950.0,58.0,-58.0,0.0,0.75,0.02,-0.02,0.0,0.71,0.01,-0.01,0.0,2018-10-26,K2,450659.8576642106,True,False,False
1034,K2-113 b,2119.0,40999.86102 Earths,13.684,2017,Gas Giant,0.0642 AU,K2-111,b,k2-111 b,Transit,0,1,5.35117,0.00055,-0.00055,0.0,0.0621,0.0092,-0.0085,0.0,0.0,,,0.0,86.2,1.0,-1.0,0.0,0.02706,0.01227,-0.01227,0.0,Mass,0.17,0.018,-0.018,0.0,6.6,4.5,-3.2,0.0,0,0,1,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,2.74,-2.74,0.0,201.51,2.74,-2.74,0.0,11.137,0.04,0.0,V (Johnson),10.929,,0.0,5730.0,50.0,-50.0,0.0,0.88,0.02,-0.02,0.0,1.23,0.1,-0.1,0.0,2017-05-10,K2,386460098.0827341,False,False,False
1035,K2-114 b,1581.0,58798.2503 Earths,14.556,2017,Gas Giant,0.0954 AU,K2-113,b,k2-113 b,Transit,0,1,5.817685,4.1e-05,-4.1e-05,0.0,0.0642,0.0009,-0.0009,0.0,,,,,,,,,,,,,,1.083,0.031,-0.031,0.0,,,,,0,0,1,1,01h17m47.83s,19.449286,+06d52m08.0s,6.868895,649.75,13.49,-13.49,0.0,647.61,13.83,-13.83,0.0,13.684,0.03,0.0,V (Johnson),13.504,,0.0,5660.0,87.0,-87.0,0.0,1.04,0.04,-0.04,0.0,1.24,0.03,-0.03,0.0,2018-10-26,K2,13656128.898332862,False,False,False
1036,K2-115 b,1365.0,26697.583919999997 Earths,13.362,2017,Gas Giant,0.143 AU,K2-114,b,k2-114 b,Transit,0,1,11.391013,0.000224,-0.000225,0.0,0.0954,0.0011,-0.0011,0.0,,,,,,,,,,,,,,0.952,0.032,-0.032,0.0,,,,,0,0,1,0,08h31m31.91s,127.882965,+11d55m20.2s,11.922265,484.8,7.97,-7.97,0.0,482.29,8.28,-8.28,0.0,14.556,0.02,0.0,V (Johnson),14.275,,0.0,5044.0,68.0,-68.0,0.0,0.89,0.03,-0.03,0.0,0.84,0.02,-0.02,0.0,2018-10-26,K2,8024503.697731191,False,False,False
1037,K2-116 b,161.0,257 Earths,10.91,2017,Terrestrial,0.048 AU,K2-115,b,k2-115 b,Transit,0,1,20.272615,0.000356,-0.000343,0.0,0.143,0.0012,-0.0012,0.0,,,,,,,,,,,,,,1.076,0.02,-0.02,0.0,,,,,0,0,1,0,08h26m12.83s,126.553444,+12d16m55.0s,12.281936,418.58,4.2,-4.2,0.0,418.57,4.34,-4.34,0.0,13.362,0.01,0.0,V (Johnson),13.2,,0.0,5657.0,60.0,-60.0,0.0,0.95,0.02,-0.02,0.0,0.88,0.01,-0.01,0.0,2018-10-26,K2,60468.43081838254,False,False,False
1038,K2-117 b,333.0,478 Earths,14.655,2017,Super Earth,0.0189 AU,K2-116,b,k2-116 b,Transit,0,1,4.655411,0.000486,-0.000473,0.0,0.048,0.002,-0.002,0.0,0.06,0.141966,-0.053272,0.0,89.09,0.62,-0.71,0.0,,,,,,0.062,0.004,-0.004,0.0,,,,,0,0,1,0,22h24m36.39s,336.151611,-11d34m43.3s,-11.578691,49.46,0.12,-0.12,0.0,49.46,0.12,-0.12,0.0,10.91,0.101,0.0,V (Johnson),10.328,,0.0,4348.35,86.1,-87.78,0.0,0.69,0.07,-0.07,0.0,0.67,0.03,-0.03,0.0,2017-10-05,K2,33873855.889910586,True,False,True
1039,K2-117 c,333.0,49 Earths,14.655,2017,Super Earth,0.0492 AU,K2-117,b,k2-117 b,Transit,0,2,1.2916,4.9e-05,-5.1e-05,0.0,0.0189,0.0001,-0.0001,0.0,,,,,,,,,,,,,,0.181,0.009,-0.009,0.0,,,,,0,0,1,0,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,0.37,-0.37,0.0,101.93,0.37,-0.37,0.0,14.655,0.06,0.0,V (Johnson),13.801,,0.0,3778.0,53.0,-53.0,0.0,0.54,0.01,-0.01,0.0,0.51,0.01,-0.01,0.0,2018-10-26,K2,407435.6704618297,True,False,False
1040,K2-118 b,1059.0,699 Earths,14.049,2017,Neptune-like,0.245 AU,K2-117,c,k2-117 c,Transit,0,2,5.444017,0.000462,-0.000455,0.0,0.0492,0.0003,-0.0003,0.0,,,,,,,,,,,,,,0.184,0.011,-0.011,0.0,,,,,0,0,1,0,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,0.37,-0.37,0.0,101.93,0.37,-0.37,0.0,14.655,0.06,0.0,V (Johnson),13.801,,0.0,3778.0,53.0,-53.0,0.0,0.54,0.01,-0.01,0.0,0.51,0.01,-0.01,0.0,2018-10-26,K2,5624211.546622429,False,False,False
1041,K2-119 b,1206.0,694 Earths,14.883,2017,Neptune-like,0.0698 AU,K2-118,b,k2-118 b,Transit,0,1,50.92092,0.005584,-0.005249,0.0,0.245,0.008,-0.008,0.0,0.2,0.183774,-0.159064,0.0,89.5,0.24,-0.12,0.0,,,,,,0.227,0.021,-0.018,0.0,,,,,0,0,1,0,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.7,3.8,-3.8,0.0,324.7,3.8,-3.8,0.0,14.049,0.05,0.0,V (Johnson),13.748,,0.0,4726.29,142.64,-127.34,0.0,0.76,0.08,-0.08,0.0,0.73,0.05,-0.04,0.0,2017-10-05,K2,3668832.410994245,False,False,True
1042,K2-11 b,1084.0,4449.59732 Earths,13.386,2015,Gas Giant,0.2257 AU,K2-119,b,k2-119 b,Transit,0,1,7.727283,0.001268,-0.001149,0.0,0.0698,0.0006,-0.0006,0.0,,,,,,,,,,,,,,0.226,0.018,-0.018,0.0,,,,,0,0,1,0,08h48m02.34s,132.009735,+16d54m06.7s,16.901854,369.66,4.16,-4.16,0.0,369.44,4.38,-4.38,0.0,14.883,0.04,0.0,V (Johnson),14.51,,0.0,4740.0,100.0,-100.0,0.0,0.76,0.02,-0.02,0.0,0.71,0.01,-0.01,0.0,2018-10-26,K2,23731432.242372707,False,False,False
1043,K2-120 b,944.0,47 Earths,14.045,2017,Super Earth,0.078 AU,K2-12,b,k2-12 b,Transit,0,1,8.28212,0.0006,-0.0006,0.0,0.0802,0.0021,-0.0021,0.0,,,,,,,,,,,,,,0.208,0.052,-0.052,0.0,,,,,0,0,1,0,11h32m46.09s,173.192032,+02d14m41.6s,2.244884,329.36,6.23,-6.23,0.0,329.36,6.23,-6.23,0.0,12.258,0.01,0.0,V (Johnson),12.088,,0.0,5800.0,53.0,-90.0,0.0,1.01,0.05,-0.06,0.0,1.01,0.27,-0.09,0.0,2015-07-16,K2,295931.575292839,True,False,False
1044,K2-121 b,556.0,43860.316439999995 Earths,13.319,2017,Gas Giant,0.0525 AU,K2-120,b,k2-120 b,Transit,0,1,9.562742,0.000675,-0.000673,0.0,0.078,0.003,-0.003,0.0,0.14,0.168421,-0.105016,0.0,89.57,0.3,-0.42,0.0,,,,,,0.179,0.012,-0.011,0.0,,,,,0,0,1,0,08h48m34.32s,132.14299,+17d11m26.5s,17.190685,289.54,2.33,-2.33,0.0,289.54,2.33,-2.33,0.0,14.045,0.02,0.0,V (Johnson),13.933,,0.0,4349.9,101.62,-96.12,0.0,0.69,0.07,-0.07,0.0,0.67,0.04,-0.03,0.0,2017-10-05,K2,372894361.6508696,False,False,False
1045,K2-122 b,235.0,192 Earths,13.15,2017,Super Earth,0.0285 AU,K2-121,b,k2-121 b,Transit,0,1,5.185761,2.9e-05,-3e-05,0.0,0.0525,0.0003,-0.0003,0.0,,,,,,,,,,,,,,0.669,0.012,-0.012,0.0,,,,,0,0,1,0,08h27m44.81s,126.936722,+17d34m45.8s,17.579397,170.37,1.08,-1.08,0.0,170.22,1.06,-1.06,0.0,13.319,0.03,0.0,V (Johnson),12.925,,0.0,4551.0,74.0,-74.0,0.0,0.72,0.01,-0.01,0.0,0.68,0.01,-0.01,0.0,2018-10-26,K2,116860.86890264964,True,False,False
1046,K2-123 b,530.0,805 Earths,14.781,2017,Neptune-like,0.1649 AU,K2-122,b,k2-122 b,Transit,0,1,2.219282,0.000128,-0.00013,0.0,0.0285,0.0002,-0.0002,0.0,,,,,,,,,,,,,,0.108,0.007,-0.007,0.0,,,,,0,0,1,0,08h25m54.31s,126.476311,+20d21m34.5s,20.35957,72.19,0.25,-0.25,0.0,72.19,0.25,-0.25,0.0,13.15,0.032,0.0,V (Johnson),12.371,,0.0,4027.0,45.0,-45.0,0.0,0.62,0.01,-0.01,0.0,0.6,0.01,-0.01,0.0,2018-10-26,K2,18800460.51342348,False,False,False
1047,K2-124 b,458.0,875 Earths,15.462,2017,Neptune-like,0.049 AU,K2-123,b,k2-123 b,Transit,0,1,30.951524,0.003625,-0.00332,0.0,0.1649,0.0008,-0.0008,0.0,,,,,,,,,,,,,,0.246,0.014,-0.014,0.0,,,,,0,0,1,0,08h57m46.60s,134.444183,+21d27m12.7s,21.453533,162.36,0.65,-0.65,0.0,162.31,0.65,-0.65,0.0,14.781,0.03,0.0,V (Johnson),14.092,,0.0,4035.0,52.0,-52.0,0.0,0.62,0.01,-0.01,0.0,0.59,0.01,-0.01,0.0,2018-10-26,K2,3938745.833451366,False,False,False
1048,K2-125 b,406.0,539 Earths,16.122,2017,Neptune-like,0.121 AU,K2-124,b,k2-124 b,Transit,0,1,6.413651,3.6e-05,-3.1e-05,0.0,0.049,0.002,-0.002,0.0,,,,,89.03,0.32,-0.27,0.0,,,,,,0.259,0.009,-0.009,0.0,,,,,0,0,1,1,08h54m33.89s,133.64119,+23d07m58.4s,23.132891,140.4,2.3,-2.3,0.0,140.94,1.31,-1.31,0.0,15.105,,0.0,Kepler-band,15.462,,0.0,3570.0,63.0,-70.0,0.0,0.39,0.01,-0.04,0.0,0.39,0.02,-0.01,0.0,2019-01-31,K2,2188816.505418821,False,False,False
1049,K2-126 b,337.0,454 Earths,12.918,2017,Super Earth,0.0656 AU,K2-125,b,k2-125 b,Transit,0,1,21.750264,0.00199,-0.001957,0.0,0.121,0.004,-0.005,0.0,0.08,0.161049,-0.066906,0.0,89.72,0.19,-0.21,0.0,,,,,,0.194,0.017,-0.016,0.0,,,,,0,0,1,0,13h36m34.11s,204.14212,-14d56m51.4s,-14.947603,124.6,0.83,-0.83,0.0,124.6,0.83,-0.83,0.0,16.122,0.068,0.0,V (Johnson),15.151,,0.0,3654.47,99.56,-92.33,0.0,0.49,0.05,-0.06,0.0,0.4,0.03,-0.03,0.0,2017-10-05,K2,3286037.4673835947,True,False,False
1050,K2-127 b,2362.0,53077.339459999996 Earths,15.037,2017,Gas Giant,0.0411 AU,K2-126,b,k2-126 b,Transit,0,1,7.385655,0.000501,-0.000509,0.0,0.0656,0.0004,-0.0004,0.0,,,,,,,,,,,,,,0.176,0.011,-0.011,0.0,,,,,0,0,1,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,103.29,0.75,-0.75,0.0,103.25,0.77,-0.77,0.0,12.918,0.03,0.0,V (Johnson),12.401,,0.0,4339.0,92.0,-92.0,0.0,0.69,0.01,-0.01,0.0,0.65,0.01,-0.01,0.0,2018-10-26,K2,466771066.4161852,False,False,False
1051,K2-128 b,375.0,26 Earths,12.627,2017,Super Earth,0.056 AU,K2-127,b,k2-127 b,Transit,0,1,3.588163,2.8e-05,-2.9e-05,0.0,0.0411,0.0002,-0.0002,0.0,,,,,,,,,,,,,,0.747,0.029,-0.029,0.0,,,,,0,0,1,0,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,723.97,16.17,-16.17,0.0,724.35,20.62,-20.62,0.0,15.037,0.04,0.0,V (Johnson),14.787,,0.0,4575.0,74.0,-74.0,0.0,0.72,0.01,-0.01,0.0,0.66,0.01,-0.01,0.0,2018-10-26,K2,12692.648765338836,True,False,False
1052,K2-129 b,91.0,112 Earths,13.63,2017,Super Earth,0.057 AU,K2-128,b,k2-128 b,Transit,0,1,5.675819,0.000411,-0.000414,0.0,0.056,0.002,-0.002,0.0,0.23,0.220222,-0.19371,0.0,87.4,1.08,-0.66,0.0,,,,,,0.127,0.014,-0.012,0.0,,,,,0,0,1,0,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,115.01,0.92,-0.92,0.0,115.01,0.92,-0.92,0.0,12.627,0.03,0.0,V (Johnson),12.22,,0.0,4469.51,171.97,-145.15,0.0,0.71,0.07,-0.07,0.0,0.78,0.08,-0.06,0.0,2017-10-05,K2,1891606.068926424,True,False,False
1053,K2-12 b,1074.0,604 Earths,12.258,2015,Neptune-like,0.0802 AU,K2-129,b,k2-129 b,Transit,0,1,8.239493,0.000292,-0.000291,0.0,0.057,0.003,-0.004,0.0,0.13,0.210105,-0.109504,0.0,89.21,0.5,-0.48,0.0,,,,,,0.093,0.009,-0.008,0.0,,,,,0,0,1,0,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,0.07,-0.07,0.0,27.82,0.07,-0.07,0.0,13.63,0.034,0.0,V (Johnson),12.462,,0.0,3459.09,89.05,-83.62,0.0,0.36,0.07,-0.07,0.0,0.36,0.03,-0.03,0.0,2017-10-05,K2,19023532.271042302,False,False,False
1054,K2-130 b,386.0,21 Earths,12.759,2017,Super Earth,0.032 AU,K2-13,b,k2-13 b,Transit,0,1,39.91488,0.32477,-0.32477,0.0,0.2114,0.0061,-0.0061,0.0,,,,,,,,,,,,,,0.169,0.085,-0.085,0.0,,,,,0,0,1,0,11h20m37.33s,170.155533,+02d30m09.7s,2.502696,345.76,4.43,-4.43,0.0,345.76,4.43,-4.43,0.0,12.901,0.04,0.0,V (Johnson),12.739,,0.0,5698.0,45.0,-82.0,0.0,0.8,0.04,-0.04,0.0,0.78,0.09,-0.05,0.0,2015-07-16,K2,200293.1069840492,True,False,False
1055,K2-131 b,501.0,63 Earths,12.115,2017,Super Earth,0.0095 AU,K2-130,b,k2-130 b,Transit,0,1,2.49412,0.000132,-0.000128,0.0,0.032,0.001,-0.001,0.0,0.17,0.220344,-0.135968,0.0,86.53,1.92,-1.65,0.0,,,,,,0.112,0.018,-0.012,0.0,,,,,0,0,1,0,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,118.41,0.52,-0.52,0.0,118.41,0.52,-0.52,0.0,12.759,0.01,0.0,V (Johnson),12.325,,0.0,4356.47,196.73,-172.4,0.0,0.7,0.07,-0.07,0.0,0.74,0.11,-0.08,0.0,2017-10-05,K2,1368121.3556851312,True,False,True
1056,K2-132 b,2024.0,15573.590619999999 Earths,11.897,2017,Gas Giant,0.0916 AU,K2-131,b,k2-131 b,Transit,0,1,0.36931,1e-05,-1e-05,0.0,0.0095,0.0,0.0,0.0,,,,,,,,,,,,,,0.152,0.008,-0.004,0.0,,,,,0,0,1,0,12h11m00.37s,182.751556,-09d45m54.8s,-9.765218,153.7,1.1,-1.0,0.0,153.17,1.07,-1.07,0.0,12.115,0.02,0.0,V (Johnson),11.9,,0.0,5245.0,46.0,-52.0,0.0,0.84,0.01,-0.01,0.0,0.75,0.01,-0.01,0.0,2018-07-12,K2,183620724.38711908,False,False,False
1057,K2-133 b,245.0,236 Earths,14.288,2017,Super Earth,0.03194 AU,K2-132,b,k2-132 b,Transit,0,1,9.1751,0.0023,-0.0027,0.0,,,,,,,,,,,,,0.49,0.06,-0.06,0.0,Mass,1.3,0.07,-0.07,0.0,,,,,0,0,1,1,12h08m39.94s,182.166397,-08d44m49.8s,-8.747175,620.41,17.92,-17.92,0.0,620.41,17.92,-17.92,0.0,11.897,0.03,0.0,V (Johnson),11.64,,0.0,4840.0,90.0,-90.0,0.0,1.08,0.08,-0.08,0.0,3.85,0.13,-0.13,0.0,2017-10-19,K2,38040.42989977056,True,False,False
1058,K2-133 c,245.0,32 Earths,14.288,2017,Super Earth,0.04341 AU,K2-133,b,k2-133 b,Transit,0,4,3.07133,0.00011,-0.00011,0.0,0.03194,0.00025,-0.00026,0.0,,,,,87.6,0.18,-0.15,0.0,,,,,,0.12,0.007,-0.007,0.0,,,,,0,0,1,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.2,0.2,-0.2,0.0,75.33,0.2,-0.2,0.0,14.288,0.01,0.0,V (Johnson),13.325,,0.0,3655.0,80.0,-80.0,0.0,0.46,0.01,-0.01,0.0,0.46,0.02,-0.02,0.0,2019-05-23,K2,605351.4739229024,True,False,False
1059,K2-133 d,245.0,467 Earths,14.288,2017,Super Earth,0.07487 AU,K2-133,c,k2-133 c,Transit,0,4,4.86784,0.00012,-0.00012,0.0,0.04341,0.00034,-0.00035,0.0,,,,,88.21,0.11,-0.08,0.0,,,,,,0.143,0.008,-0.008,0.0,,,,,0,0,1,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.2,0.2,-0.2,0.0,75.33,0.2,-0.2,0.0,14.288,0.01,0.0,V (Johnson),13.325,,0.0,3655.0,80.0,-80.0,0.0,0.46,0.01,-0.01,0.0,0.46,0.02,-0.02,0.0,2019-05-23,K2,6221067.643645067,True,False,False
1060,K2-133 e,245.0,364 Earths,14.288,2019,Super Earth,0.1346 AU,K2-133,d,k2-133 d,Transit,0,4,11.02454,0.00036,-0.00035,0.0,0.07487,0.00059,-0.0006,0.0,,,,,89.4,0.1,-0.08,0.0,,,,,,0.179,0.01,-0.01,0.0,,,,,0,0,1,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.2,0.2,-0.2,0.0,75.33,0.2,-0.2,0.0,14.288,0.01,0.0,V (Johnson),13.325,,0.0,3655.0,80.0,-80.0,0.0,0.46,0.01,-0.01,0.0,0.46,0.02,-0.02,0.0,2019-05-23,K2,3094677.801210057,True,False,False
1061,K2-136 b,194.0,937 Earths,10.855,2017,Terrestrial,Unknown,K2-133,e,k2-133 e,Transit,0,4,26.5841,0.0018,-0.0017,0.0,0.1346,0.0011,-0.0011,0.0,,,,,89.164,0.012,-0.01,0.0,,,,,,0.154,0.012,-0.012,0.0,,,,,0,0,1,0,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.2,0.2,-0.2,0.0,75.33,0.2,-0.2,0.0,14.288,0.01,0.0,V (Johnson),13.325,,0.0,3655.0,80.0,-80.0,0.0,0.46,0.01,-0.01,0.0,0.46,0.02,-0.02,0.0,2019-05-23,K2,10762626.453853592,False,False,False
1062,K2-136 c,194.0,88 Earths,10.855,2017,Neptune-like,0.11728 AU,K2-136,b,k2-136 b,Transit,0,3,7.975292,0.000833,-0.00077,0.0,,,,,0.1,0.19,-0.07,0.0,89.3,0.5,-0.7,0.0,,,,,,0.088,0.005,-0.004,0.0,,,,,0,0,1,1,04h29m38.99s,67.41246,+22d52m57.8s,22.882721,59.35,0.19,-0.19,0.0,59.35,0.19,-0.19,0.0,10.9,0.1,0.0,Kepler-band,10.855,,0.0,4499.0,50.0,-50.0,0.0,0.74,0.02,-0.02,0.0,0.66,0.02,-0.02,0.0,2017-11-09,K2,3095547.309833024,False,False,False
1063,K2-136 d,194.0,27 Earths,10.855,2017,Super Earth,Unknown,K2-136,c,k2-136 c,Transit,0,3,17.307137,0.000252,-0.000284,0.0,,,,,0.13,0.27,-0.11,0.0,89.6,0.3,-0.3,0.0,,,,,,0.26,0.01,-0.009,0.0,,,,,0,0,1,2,04h29m38.99s,67.41246,+22d52m57.8s,22.882721,59.35,0.19,-0.19,0.0,59.35,0.19,-0.19,0.0,10.9,0.1,0.0,Kepler-band,10.855,,0.0,4499.0,50.0,-50.0,0.0,0.74,0.02,-0.02,0.0,0.66,0.02,-0.02,0.0,2017-11-09,K2,108802.07704383528,True,False,False
